,Topic,Count,Name
389,388,62,388_gum_advertising marketing television_obituaries advertising marketing_ads
390,389,62,389_agenda_american jobs plan_jobs plan_plan infrastructure public
391,390,62,390_absentee voting_absentee voting presidential_election absentee_election absentee voting
392,391,62,391_drug cartels_cartels drug abuse_drug cartels drug_cartels drug
393,392,61,392_hydroxychloroquine_ncov hydroxychloroquine drug_ncov hydroxychloroquine_coronavirus ncov hydroxychloroquine
394,393,61,393_neo nazi_neo nazi groups_nazi groups_germany far right
395,394,61,394_cheney_liz cheney_politics government liz_government liz cheney
396,395,61,395_belarus_belarus leader_politics government demonstrations_belarus protests
397,396,60,396_louisville police_brutality misconduct shootings_misconduct shootings_police brutality
398,397,60,397_startups_venture capital_start ups_internet startups
399,398,60,398_things weekend art_things weekend movies_weekend art music_movies things weekend
400,399,60,399_american west books_west books literature_books literature new_writers books literature
401,400,60,400_fuel emissions transportation_fuel emissions_emissions_transportation fuel efficiency
402,401,60,401_disabilities_americans disabilities act_americans disabilities_deaths obituaries disabilities
403,402,60,402_masks coronavirus_masks masks_masks united states_masks presidential
404,403,60,403_school shootings_shootings armed_shootings armed attacks_school shootings armed
405,404,60,404_lanka president_sri lanka president_riots sri_protests riots sri
406,405,60,405_elections senate_pennsylvania_elections governors_midterm elections
407,406,60,406_barneys_retail bankruptcies_shopping retail bankruptcies_retail fashion apparel
408,407,60,407_mayors_elections mayors_mayors eric adams_mayors eric
409,408,60,408_power failures_power failures blackouts_failures blackouts_failures blackouts electric
410,409,60,409_tumors_itching_antibiotics_tests medical
411,410,60,410_archaeology anthropology_neanderthal_neanderthal man_neanderthals
412,411,59,411_redistricting_gerrymander_congressional map_redistricting reapportionment united
413,412,59,412_yellen_janet yellen_treasury secretary_fed nominee
414,413,59,413_mascots_native americans discrimination_cleveland_native americans mascots
415,414,59,414_olympic games_olympic games hockey_olympic games basketball_women hockey
416,415,58,415_subways coronavirus_subways transit_subways transit systems_subways coronavirus ncov
417,416,58,416_county new york_york covid case_new york covid_york covid
418,417,58,417_college football playoff_playoff national championship_football playoff national_games college football
419,418,58,418_asteroids_astronomy_asteroids space astronomy_astronomy solar system
420,419,58,419_homes sale brooklyn_queens manhattan real_sale brooklyn queens_brooklyn queens manhattan
421,420,58,420_ncov new york_coronavirus reopenings_coronavirus reopenings coronavirus_reopenings coronavirus
422,421,58,421_iran_iranian_iranianamericans_jailed iran
423,422,58,422_huawei_politics government wireless_telecommunications united states_briefing huawei
424,423,58,423_forests forestry_deforestation_rainforest_amazon deforestation
425,424,58,424_vegetarianism_veganism_animal abuse rights_meat beef
426,425,58,425_arts queue_culture arts queue_culture arts_queue queue
427,426,57,426_illinois_million homes illinois_million homes pennsylvania_real estate housing
428,427,57,427_california covid case_county california covid_california covid_risk tracker coronavirus
429,428,57,428_funerals memorials_coronavirus ncov funerals_ncov funerals memorials_memorials structures
430,429,57,429_obituaries football_deaths obituaries football_football deaths obituaries_football deaths
431,430,57,430_kashmir_hinduism muslims islam_hinduism muslims_muslims islam
432,431,57,431_federal lands_oil petroleum_oil petroleum gasoline_arctic refuge
433,432,57,432_shoes boots fashion_boots fashion apparel_boots fashion_shoes shoes boots
434,433,57,433_forces war crimes_war crimes_united states defense_genocide crimes humanity
435,434,57,434_weekend music_things weekend music_music things_music things weekend
436,435,57,435_colbert_stephen colbert_television stephen colbert_television stephen
437,436,57,436_maternal mortality_medicine health_blacks pregnancy childbirth_blacks pregnancy
438,437,57,437_presidential election pete_election pete buttigieg_government pete buttigieg_politics government pete
439,438,57,438_jazz content_jazz jazz_programs jazz_music jazz
440,439,57,439_elections ties trump_ties trump associates_interference us elections_russian interference us
441,440,56,440_theme parks_amusement theme parks_disneyland_disney world
442,441,56,441_county montana_county montana covid_montana covid case_montana covid
443,442,56,442_ukraine international airlines_accidents safety disasters_aviation accidents safety_airlines flight aviation
444,443,56,443_italy_legislatures parliaments italy_parliaments italy_italy new
445,444,56,444_diversity_minorities_board diversity_boardroom diversity
446,445,56,445_children childhood autism_autism parenting_education intellectual disabilities_literature autism
447,446,56,446_books literature koreanamericans_books literature chineseamericans_literature chineseamericans_literature chinese
448,447,56,447_political prisoners_invasion ukraine brittney_ukraine brittney griner_relations brittney griner
449,448,56,448_detergents soaps_cleansers detergents_cleansers detergents soaps_coronavirus ncov cleansers
450,449,55,449_parenting children childhood_children childhood parenting_childhood parenting_internalsubonlynl parenting
451,450,55,450_taylor swift_music taylor swift_music taylor_rock music taylor
452,451,55,451_sudan_attempted coups_protests riots coups_darfur
453,452,55,452_media celebrities_social media celebrities_celebrities social media_celebrities social
454,453,55,453_newspapers mergers_newspapers mergers acquisitions_mergers acquisitions divestitures_tribune publishing
455,454,55,454_2021 teenagers times_contest teenagers_teenagers times august_teenagers adolescence teenagers
456,455,55,455_chicken cooking_chicken cooking cookbooks_cookbooks poultry_cooking cookbooks poultry
457,456,55,456_coronavirus delta variant_coronavirus delta_delta variant coronavirus_coronavirus ncov delta
458,457,55,457_shopping retail chocolate_culture chocolate_recipes cocoa_chocolate cooking cookbooks
459,458,54,458_hurricane ida_hurricane ida hurricane_hurricanes tropical storms_hurricane ida hurricanes
460,459,54,459_doping_doping sports_doping sports olympic_olympic games doping
461,460,54,460_afghanistan war united_afghanistan war_war united states_afghanistan withdrawal
462,461,54,461_jeopardy_television contests prizes_trebek_alex trebek
463,462,54,462_world market customs_trade war_international trade world_protectionism trade
464,463,54,463_baghdadi_al baghdadi_isis leader_isis
465,464,54,464_australia_fires firefighters wildfires_fires firefighters global_firefighters global warming
466,465,54,465_admissions scandal_college admissions scandal_scandal college admissions_lori loughlin
467,466,54,466_travel warnings coronavirus_warnings coronavirus_warnings coronavirus ncov_travel vacations coronavirus
468,467,53,467_oceans seas_ice oceans_global warming ice_glaciers global warming
469,468,53,468_monkeypox disease rates_yourfeedscience monkeypox_monkeypox homosexuality bisexuality_monkeypox homosexuality
470,469,53,469_archaeology anthropology_archaeology_egyptian civilization_civilization archaeology
471,470,53,470_espionage intelligence_espionage intelligence services_espionage_classified information
472,471,53,471_railroad accidents_railroad accidents safety_safety railroads_accidents safety railroads
473,472,53,472_consulates_embassies consulates_service embassies_diplomatic service embassies
474,473,52,473_stocks_monopoly_gamestop frenzy_know gamestop
475,474,52,474_school_year students saying_school students saying_2021 students saying
476,475,52,475_caucuses california primary_california primary election_california primary_primaries caucuses california
477,476,52,476_insider trading_ethics official_ethics official misconduct_official misconduct stocks
478,477,52,477_traffic accidents safety_traffic accidents_safety deaths fatalities_accidents safety deaths
479,478,52,478_protests riots coronavirus_riots coronavirus_riots coronavirus ncov_protests riots
480,479,52,479_carolina covid case_county north carolina_north carolina covid_carolina covid
481,480,52,480_house representatives alabama_representatives alabama_midterm elections elections_alabama election
482,481,52,481_conservatism_government conservatism us_politics government conservatism_government conservatism
483,482,52,482_guards corrections officers_prison guards corrections_prisons prisoners_rikers island
484,483,52,483_video recordings downloads_recordings downloads streaming_social media video_streaming social media
485,484,52,484_pharmaceuticals prices fares_pharmaceuticals prices_drugs pharmaceuticals prices_pharmaceuticals
486,485,52,485_iraqi_iraq_shiite muslims_riots politics government
487,486,52,486_joe manchin_government joe manchin_filibusters debate_filibusters debate curbs
488,487,52,487_sales_coronavirus ncov retail_retail consumer behavior_shopping retail consumer
489,488,51,488_texas democrats_voter registration requirements_state legislatures voter_legislatures voter registration
490,489,51,489_purpose acquisition companies_acquisition companies spac_acquisition companies_companies spac
491,490,51,490_obituaries classical music_classical music_classical music deaths_music deaths obituaries
492,491,51,491_election internalelectionopen oklahoma_oklahoma election_oklahoma election results_house representatives oklahoma
493,492,51,492_vacations coronavirus ncov_travel vacations coronavirus_vacations coronavirus_travel warnings
494,493,51,493_home repairs improvements_renovation_restoration renovation_interior design furnishings
495,494,51,494_bolivia_evo morales_peru president_bolivia interim
496,495,51,495_tex shooting may_tex shooting_tex_shooting may police
497,496,51,496_antiquities looting_arts antiquities_arts antiquities looting_antiquities
498,497,51,497_latin music_profile latin music_reggaeton_patria vida
499,498,51,498_voting rights_filibusters debate curbs_filibusters debate_filibusters
500,499,51,499_attacks police murders_police murders attempted_police murders_attacks police police
501,500,51,500_tuesday primary_super tuesday presidential_tuesday presidential election_election primaries caucuses
502,501,50,501_thanksgiving coronavirus_coronavirus ncov thanksgiving_thanksgiving coronavirus ncov_thanksgiving day coronavirus
503,502,50,502_trevor noah_television trevor noah_television trevor_trevor noah trump
504,503,50,503_culture cooking cookbooks_life culture cooking_culture cooking_cookbooks quarantine life
505,504,50,504_navajo_native americans_navajo indians_navajo nation
506,505,50,505_new rochelle_new rochelle coronavirus_rochelle coronavirus_quarantines
507,506,50,506_2021 corrections_2021 corrections nov_2021 corrections feb_2020 corrections sept
508,507,50,507_first ladies us_first ladies_jill biden_jill
509,508,50,508_adoptions_adoptions foster_adoptions foster care_adoptions families family
510,509,50,509_rittenhouse trial_kyle rittenhouse trial_murders homicides selfdefense_homicides selfdefense
511,510,50,510_manners_customs etiquette manners_manners content type_etiquette manners content
512,511,50,511_furnishings furniture design_furnishings furniture_design furnishings furniture_furniture design
513,512,50,512_fisa_foreign intelligence surveillance_intelligence surveillance act_surveillance act fisa
514,513,50,513_automobiles strikes_strikes organized_strikes organized labor_strikes labor jobs
515,514,50,514_ukraine grain_grain russian invasion_invasion ukraine grain_invasion ukraine food
516,515,50,515_income inequality_race ethnicity income_ethnicity income inequality_ethnicity income
517,516,50,516_service post offices_post offices_post offices absentee_offices absentee voting
518,517,50,517_football super bowl_super bowl football_super bowl advertising_bowl halftime
519,518,50,518_filibuster_filibusters_filibusters debate curbs_government filibusters debate
520,519,49,519_state dept_inspectors general_diplomatic service embassies_embassies
521,520,49,520_surgeons_organ donation_transplants surgery surgeons_altered pig
522,521,49,521_freedom press_government freedom press_american journalists_media freedom
523,522,49,522_juneteenth black people_slavery historical_slavery_emancipation proclamation
524,523,49,523_pornography_child pornography_neglect sex crimes_computers internet child
525,524,49,524_top editor_executive changes news_changes newspapers_executive changes newspapers
526,525,48,525_cookbooks cook week_week cooking cookbooks_week cooking_cookbooks cook every
527,526,48,526_literature audiobooks_books literature audiobooks_literature audiobooks new_audiobooks listen
528,527,48,527_music russian invasion_music russian_ukraine classical music_invasion ukraine classical
529,528,48,528_infant formulas_baby formula_infant formulas shortages_shortage infant formulas
530,529,48,529_blindness_eyesight_eyes eyesight_disabilities
531,530,48,530_house representatives illinois_representatives illinois_caucuses illinois_primaries caucuses illinois
532,531,48,531_ohio election results_ohio election_internalelectionopen ohio election_election internalelectionopen ohio
533,532,48,532_subways transit_subways transit systems_systems subways_transit systems subways
534,533,48,533_draft recruitment sports_football draft recruitment_football draft_draft football draft
535,534,48,534_chernobyl_ukraine nuclear_ukraine nuclear energy_nuclear tests
536,535,48,535_queen elizabeth_royal family royal_family royal families_government royal families
537,536,48,536_california_california california_californians_budgets budgeting taxation
538,537,48,537_physics space astronomy_physics space_nobel prizes_magnetism
539,538,48,538_baseball lockouts_baseball_baseball lockouts organized_baseball organized labor
540,539,48,539_christchurch_new zealand attack_boston marathon_attack march mass
541,540,48,540_cookbooks seafood_salmon cooking cookbooks_salmon cooking_seafood cooking
542,541,48,541_war books literature_war books_literature world war_trenches
543,542,48,542_bankruptcies_bankruptcies wildfires_wildfires bankruptcies_wildfires pg
544,543,47,543_life culture loneliness_friendship quarantine life_loneliness quarantine life_loneliness quarantine
545,544,47,544_tulsa_tulsa race riot_tulsa race massacre_tulsa massacre
546,545,47,545_robots_computers internet robots_robotics artificial intelligence_books literature robots
547,546,47,546_friday briefing impeachment_impeachment boris johnson_briefing impeachment boris_brexit impeachment
548,547,47,547_residential house hunting_house hunting france_hunting france_house hunting england
549,548,47,548_europe vaccine_coronavirus ncov europe_immunization coronavirus_vaccination immunization coronavirus
550,549,46,549_best movies tv_coming netflix_shows coming netflix_hbo hulu
551,550,46,550_election youth_presidential election youth_young voters_youth voter
552,551,46,551_biden china_relations international_international relations_embargoes sanctions biden
553,552,46,552_curfews_floyd protests demonstrations_floyd protests_george floyd protests
554,553,46,553_brooklyn manhattan real_sale brooklyn manhattan_manhattan real estate_homes sale brooklyn
555,554,46,554_drone_drones pilotless planes_drone strike_afghanistan war drones
556,555,46,555_executive changes museums_museums appointments executive_art appointments executive_appointments executive changes
557,556,46,556_variety acrostic variety_day variety_shrubs variety acrostic_variety acrostic rain
558,557,46,557_10 new books_literature 10 new_books literature 10_literature 10
559,558,46,558_muslim veiling_muslims islam_muslims islam women_muslim veiling muslims
560,559,46,559_cuba_cuba embargoes_cuba embargoes sanctions_communism theory philosophy
561,560,45,560_computer chips_intel_computer chips factories_chips computers
562,561,45,561_warming demonstrations protests_global warming demonstrations_riots global warming_climate protests
563,562,45,562_japan earthquake tsunami_japan earthquake_earthquake tsunami_earthquakes deaths fatalities
564,563,45,563_airbnb_hotels travel lodgings_vacations hotels travel_offerings startups
565,564,45,564_cyberattacks hackers_cyberattacks_internet cyberattacks hackers_internet cyberattacks
566,565,45,565_ncov genetics heredity_coronavirus ncov genetics_vaccination immunization antibodies_heredity coronavirus ncov
567,566,45,566_ncov pregnancy childbirth_coronavirus ncov pregnancy_pregnancy childbirth_childbirth coronavirus ncov
568,567,45,567_baked products_sourdough_bread bakeries baked_cookbooks bread
569,568,45,568_conflicts interest_interest united states_conflicts interest united_trump resort
570,569,45,569_libya_mercenaries_mercenaries private military_private military contractors
571,570,45,570_presidential election primaries_election primaries caucuses_election primaries_primaries caucuses
572,571,45,571_mariupol russian invasion_russian invasion ukraine_russian invasion_invasion ukraine
573,572,45,572_basketball funerals_basketball funerals memorials_kobe bryant basketball_kobe bryant death
574,573,44,573_tax returns_trump tax returns_financial records_records trump tax
575,574,44,574_elections governors_virginia governor_terry mcauliffe_virginia governor race
576,575,44,575_art museums_museums art_museums architecture_museums historic
577,576,44,576_metoo_metoo movement_metoo movement sexual_harassment metoo
578,577,44,577_000 real estate_residential get_housing residential get_residential get 600
579,578,44,578_service cook right_right cooking cookbooks_service cook_type service cook
580,579,44,579_notable deaths_notable deaths 2020_deaths 2020_notable deaths 2021
581,580,44,580_religion_belief coronavirus ncov_religion belief coronavirus_belief coronavirus
582,581,44,581_covid map_case count coronavirus_ncov disease rates_covid
583,582,44,582_ramadan_pilgrimages_hajj_muslims islam
584,583,44,583_opinion presidential election_public opinion presidential_opinion presidential_polls public opinion
585,584,44,584_coronavirus ncov fed_united states economy_economy coronavirus ncov_quantitative easing
586,585,44,585_election results elections_results elections_election results_presidential election results
587,586,44,586_cuomo_ncov cuomo_coronavirus ncov cuomo_government cuomo
588,587,44,587_movies christmas_holiday movies_christmas movies_rudolph red nosed
589,588,44,588_county idaho_county idaho covid_idaho covid case_idaho covid
590,589,44,589_primaries caucuses nebraska_caucuses nebraska_election internalelectionopen nebraska_nebraska election
591,590,43,590_long covid_health coronavirus_coronavirus ncov chronic_covid chronic
592,591,43,591_psychiatry_disorders psychiatry psychiatrists_literature mental health_obituaries psychiatry
593,592,43,592_11 new books_literature 11 new_books literature 11_books recommend week
594,593,43,593_spread football week_week predictions picks_football week predictions_13 predictions picks
595,594,43,594_coal_emissions coal_gas emissions coal_coal mines mining
596,595,43,595_art ceramics pottery_ceramics ceramics pottery_pottery black people_ceramics pottery tableware
597,596,43,596_deaths obituaries chess_obituaries chess_chess deaths obituaries_chess deaths
598,597,43,597_washington team_coaches managers black_football sexual harassment_football suits litigation
599,598,43,598_representatives mississippi_house representatives mississippi_election internalelectionopen mississippi_mississippi election results
600,599,43,599_tax preparers preparation_tax preparers_federal taxes_preparation federal taxes
601,600,43,600_chekhov_dostoyevsky_cold war era_soviet
602,601,42,601_nfts_nonfungible tokens_tokens nfts_nonfungible tokens nfts
603,602,42,602_paternity leave_family leaves paid_leaves paid time_paid leave
604,603,42,603_united nations_convention climate change_framework convention climate_nations framework convention
605,604,42,604_sexual assault_sexual harassment sex_harassment sex crimes_military forces sexual
606,605,42,605_california presidential_california presidential election_presidential election california_election california
607,606,42,606_thanksgiving_cookbooks thanksgiving_turkeys thanksgiving day_turkeys thanksgiving
608,607,42,607_biden communion_pope_priests united states_priests united
609,608,42,608_literature new books_recommend week books_new books recommend_books recommend week
610,609,42,609_states economy presidential_economy presidential_economy presidential election_united states economy
611,610,42,610_workplace hazards_workplace hazards violations_osha_coronavirus ncov workplace
612,611,42,611_olympic games_beijing_olympic games boycotts_olympics
613,612,42,612_tara reade_election metoo movement_presidential election metoo_election metoo
614,613,42,613_art auctions_sotheby art auctions_million art auctions_auctions art
615,614,42,614_nightclubs coronavirus_bars nightclubs coronavirus_ncov bars nightclubs_nightclubs coronavirus ncov
616,615,42,615_fragrances_perfumes fragrances_fragrances smells odors_fragrances smells
617,616,42,616_elections japan_japan prime minister_japan leader_government elections japan
618,617,42,617_race theory_critical race theory_race theory discrimination_race ethnicity discrimination
619,618,42,618_reopenings coronavirus aid_briefing coronavirus ncov_briefing coronavirus_coronavirus reopenings coronavirus
620,619,42,619_cases coronavirus_coronavirus ncov disease_ncov disease rates_york coronavirus ncov
621,620,42,620_vaccine eligibility_immunization states us_lottery_internalessential coronavirus ncov
622,621,42,621_motorcycles_motorcycles motor bikes_motor bikes_vehicles motorcycles
623,622,42,622_government mitch mcconnell_mcconnell united states_mcconnell united_elections senate
624,623,42,623_cookbooks cook weekend_weekend cooking cookbooks_weekend cooking_cook weekend cooking
625,624,42,624_michigan election results_michigan election_internalelectionopen michigan election_election internalelectionopen michigan
626,625,41,625_freedom religion_sectarian schools_private sectarian schools_religious schools
627,626,41,626_south dakota_dakota election results_dakota election_election internalelectionopen north
628,627,41,627_defense secretary_executive changes united_changes united states_military forces appointments
629,628,41,628_dogs coronavirus ncov_dogs coronavirus_coronavirus ncov pets_dogs pets quarantine
630,629,41,629_obituaries basketball_deaths obituaries basketball_basketball deaths_obituaries basketball college
631,630,41,630_tesla_automobiles electric hybrid_automobiles electric_tesla reports
632,631,41,631_internet coronavirus ncov_internet coronavirus_coronavirus ncov computers_computers internet coronavirus
633,632,41,632_irish_irish whiskey_whiskey alcoholic beverages_alcoholic beverages whiskey
634,633,40,633_redistricting_elections house_reapportionment elections house_redistricting reapportionment elections
635,634,40,634_action childhood arrivals_childhood arrivals_deferred action childhood_daca
636,635,40,635_vaccine mandate_biden vaccine mandate_vaccine mandate health_mandate health
637,636,40,636_alec_alec baldwin_baldwin_movies firearms
638,637,40,637_audiopositiveescape_audioneutralinformative_audiopositiveescape audioneutralinformative_audioneutralinformative audiopositiveescape
639,638,40,638_election internalelectionopen minnesota_minnesota election results_minnesota election_internalelectionopen minnesota election
640,639,40,639_title ix_gender discrimination legislation_title ix gender_ix gender discrimination
641,640,40,640_blood clots vaccination_clots vaccination_clots vaccination immunization_vaccination immunization blood
642,641,40,641_inflammatory multisystem syndrome_multisystem syndrome pims_syndrome pims_pediatric inflammatory multisystem
643,642,40,642_conn_conn real estate_housing residential_washington conn
644,643,40,643_hunter biden_whistleblower complaint impeachment_biden_inquiry presidential election
645,644,40,644_archaeology anthropology_greek civilization_roman civilization_civilization archaeology
646,645,40,645_north carolina election_carolina election results_carolina election_caucuses north carolina
647,646,40,646_national debt_national debt us_budget deficit_debt us federal
648,647,40,647_ice cream frozen_frozen desserts_cream frozen desserts_cream ice
649,648,40,648_mets_baseball mets_baseball sports_mets baseball mets
650,649,39,649_black voters_presidential election black_election black people_people blacks presidential
651,650,39,650_cannes international film_movies cannes_movies cannes international_cannes film festival
652,651,39,651_mail ballots_mail absentee voting_absentee voting elections_voting postal service
653,652,39,652_parliament_legislatures parliaments sex_parliaments sex crimes_politics government legislatures
654,653,39,653_friday briefing friday_briefing friday briefing_briefing friday_friday briefing
655,654,39,654_censorship_books literature censorship_literature censorship_censorship books literature
656,655,39,655_fashion apparel spring_apparel spring_spring fashion_apparel spring fashion
657,656,39,656_haiti_assassinations_assassinations attempted assassinations_haitianamericans
658,657,39,657_parties social_coronavirus ncov parties_parties social coronavirus_social coronavirus
659,658,39,658_labor collective_labor collective bargaining_organized labor labor_unions
660,659,39,659_space astronomy_moon rocket science_moon space_moon space astronomy
661,660,39,660_electoral college_presidential election electoral_election electoral college_electoral college presidential
662,661,39,661_buffalo_buffalo ny shooting_ny shooting_buffalo shooting
663,662,39,662_assassinations attempted assassinations_haiti president_haiti president assassinated_politics government assassinations
664,663,39,663_black holes_black holes space_galaxies_stars galaxies
665,664,39,664_right art art_art art gallery_see right art_art gallery shows
666,665,39,665_toni morrison_literature blacks black_literature blacks_toni morrison books
667,666,39,666_space telescope_webb space telescope_telescopes observatories_telescope space astronomy
668,667,39,667_election race ethnicity_black voters_discrimination presidential election_trump race
669,668,39,668_variety cryptic_variety cryptic crossword_cryptic crossword variety_puzzles variety cryptic
670,669,39,669_sold around 750_around 750 000_homes sold around_homes sold
671,670,39,670_menopause estrogen_estrogen menopause_menopause menopause_menopause women
672,671,39,671_midterm elections_elections house_elections midterm_representatives elections senate
673,672,39,672_euthanasia_assisted suicide_euthanasia assisted suicide_euthanasia assisted
674,673,38,673_new books coming_new books_new books watch_books literature 13
675,674,38,674_ghislaine maxwell_crimes human trafficking_sex crimes human_ghislaine maxwell trial
676,675,38,675_election internalelectionopen tennessee_tennessee election results_tennessee election_internalelectionopen tennessee election
677,676,38,676_soap operas_television coronavirus_television soap_television soap operas
678,677,38,677_handbags purses_apparel handbags purses_apparel handbags_purses fashion apparel
679,678,38,678_vice presidents vice_presidents vice presidency_vice presidency us_election vice presidents
680,679,38,679_flying objects ufo_ufo_objects ufo_ufo extraterrestrial
681,680,38,680_pasta_pasta cooking_pasta cooking cookbooks_cookbooks pasta
682,681,38,681_babies infants_sleep babies infants_sleep babies_sleep children childhood
683,682,38,682_putin_moscow_coronavirus russia_ncov putin
684,683,38,683_parties social philanthropy_philanthropy parties social_philanthropy glammed parties_philanthropy hollywood turns
685,684,38,684_cosby_bill cosby_judy huth_verdicts metoo
686,685,38,685_floods_floods rain_flash flooding_tennessee
687,686,38,686_psychedelic_psychedelic hallucinogenic_hallucinogenic drugs_psychedelic hallucinogenic drugs
688,687,38,687_iran_crackdown iran_iran demonstrations protests_embargoes sanctions
689,688,38,688_yemen_yemen war_humanitarian aid war_yemen houthis
690,689,38,689_art basel_art fair_art basel miami_art art basel
691,690,38,690_vaccine passports_immunization records_vaccine passport_canada
692,691,38,691_salad cooking cookbooks_salad cooking_salad dressings_cookbooks salad dressings
693,692,37,692_blacks vaccination immunization_people blacks vaccination_blacks vaccination_vaccination immunization black
694,693,37,693_bryant_kobe_kobe bryant_kobe bryant helicopter
695,694,37,694_liberalism_liberalism us politics_us politics liberalism_politics liberalism
696,695,37,695_asset allocation_allocation personal finances_asset allocation personal_traded funds
697,696,37,696_football chronic traumatic_traumatic encephalopathy concussions_traumatic encephalopathy football_encephalopathy football
698,697,37,697_japanese food_japanese food cuisine_restaurants sushi_restaurants japanese
699,698,37,698_sale new york_homes sale new_york city real_city real estate
700,699,37,699_jets giants_football jets giants_giants jets_giants lose
701,700,37,700_labor coffeehouses_organized labor coffeehouses_starbucks workers_coffeehouses organized labor
702,701,37,701_sean spicer_spicer_television presidential_dancing stars
703,702,37,702_election internalelectionopen indiana_indiana election_indiana election results_internalelectionopen indiana election
704,703,37,703_theory philosophy nobel_philosophy nobel_nobel economics_prizes economics
705,704,37,704_sondheim_stephen sondheim_stephen sondheim theater_sondheim work
706,705,37,705_bisexuality transgender transsexuals_bisexuality transgender_homosexuality bisexuality transgender_transsexuals
707,706,36,706_zucker_news media cable_jeff zucker_television appointments executive
708,707,36,707_lead water_pollution lead_water pollution lead_pollution lead water
709,708,36,708_ethnicity children childhood_race ethnicity children_ethnicity children_race ethnicity discrimination
710,709,36,709_ventilators_ventilators medical_ncov ventilators medical_coronavirus ncov ventilators
711,710,36,710_jimmy kimmel_kimmel_television jimmy_television jimmy kimmel
712,711,36,711_virginia election results_virginia election_internalelectionopen virginia election_election internalelectionopen virginia
713,712,36,712_capitalism theory philosophy_capitalism theory_economy capitalism_social responsibility capitalism
714,713,36,713_alzheimer drug_alzheimer_alzheimers_alzheimers disease
715,714,36,714_uighurs chinese ethnic_chinese ethnic group_chinese ethnic_xinjiang
716,715,36,715_coronavirus relief_coronavirus aid_relief economic security_coronavirus aid relief
717,716,36,716_imran khan_pakistani_pakistan prime minister_pakistan prime
718,717,36,717_border crisis_belaruspoland border crisis_belaruspoland_belaruspoland border
719,718,36,718_northern ireland_ireland_britain withdrawal_sinn fein
720,719,36,719_day parade_parades coronavirus ncov_parades coronavirus_thanksgiving day parade
721,720,36,720_philanthropy_philanthropy nonprofit_philanthropy nonprofit organizations_giving philanthropy
722,721,36,721_jersey election_jersey election results_new jersey election_caucuses new jersey
723,722,36,722_italian food_italian food cuisine_restaurants italian_restaurants italian food
724,723,36,723_animal cognition_dogs animal cognition_cognition animal_animal cognition animal
725,724,36,724_heck crossword puzzles_heck crossword_puzzles heck crossword_crossword puzzles heck
726,725,36,725_sesame street_sesame_elmo_elmo fictional character
727,726,35,726_tucker carlson_news media television_carlson fox news_tucker carlson fox
728,727,35,727_starbucks_coffeehouses coronavirus_coffee coronavirus_coffeehouses coronavirus ncov
729,728,35,728_google_organized labor_workplace_internet labor
730,729,35,729_election internalelectionopen nevada_nevada election_nevada election results_internalelectionopen nevada election
731,730,35,730_jazz concerts_weekend pop rock_jazz concerts check_pop rock jazz
732,731,35,731_contact tracing_privacy_mobile applications_contact tracing public
733,732,35,732_women girls coronavirus_women pandemic_child care coronavirus_women sciences
734,733,35,733_alcoholic beverages heart_women girls alcohol_alcohol abuse women_abuse anxiety stress
735,734,35,734_iran coronavirus_coronavirus iran_iran coronavirus response_syria
736,735,35,735_ukraine art_invasion ukraine art_museums russian invasion_invasion ukraine
737,736,35,736_scripps national spelling_spelling scripps_spelling scripps national_spelling bee fanatic
738,737,35,737_andrew yang_elections mayors andrew_mayors andrew yang_andrew yang elections
739,738,35,738_salvador_el salvador_honduras_honduran president
740,739,35,739_bats_wildlife trade poaching_ncov bats_coronavirus ncov bats
741,740,35,740_residential get million_housing residential get_california real estate_estate housing residential
742,741,35,741_obituaries coronavirus_deaths obituaries coronavirus_obituaries coronavirus ncov_ncov deaths obituaries
743,742,35,742_rica_costa rica_house hunting chile_hunting chile
744,743,35,743_cookbooks tofu_cooking cookbooks tofu_noodles cooking cookbooks_tofu cooking cookbooks
745,744,35,744_casinos_casinos gambling_gambling coronavirus_gambling casinos
746,745,35,745_grocery_supermarkets_supermarkets grocery_services supermarkets grocery
747,746,35,746_eurovision song contest_music eurovision_music eurovision song_rock music eurovision
748,747,35,747_child care_worklife_working_parenting worklife
749,748,35,748_bars nightclubs cocktails_nightclubs cocktails mixed_nightclubs cocktails_nightclubs content type
750,749,35,749_abortion womens rights_abortion womens_abortion abortion drugs_womens rights abortion
751,750,34,750_stacey abrams_election stacey abrams_presidential election stacey_election stacey
752,751,34,751_nigeria_nigerian_nigerian army_abducted nigeria
753,752,34,752_taiwan_taiwan defense_international relations_international relations defense
754,753,34,753_type service internalsubonly_content type service_type service_begins content type
755,754,34,754_typhoons_typhoon hagibis_landslides mudslides_typhoons evacuations
756,755,34,755_weekend content type_weekend content_internalsubonlynl weekend content_service internalsubonlynl weekend
757,756,34,756_sputnik vaccine_coronavirus ncov russia_ncov russia_russia
758,757,34,757_afghan war casualty_war casualty report_casualties afghan_civilian casualties afghan
759,758,34,758_manhattan project_nuclear weapons books_ii nuclear weapons_war ii nuclear
760,759,34,759_texas_texas republicans_politics government elections_elections texas
761,760,34,760_zealand_immunization new zealand_reopenings new zealand_ncov new zealand
762,761,34,761_basketball hong kong_basketball hong_hong kong protests_china basketball
763,762,34,762_mormon family_mormons_christ latterday saints_latterday saints
